
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2012-09-01 00:00:00
End date: 2020-10-01 00:00:00
Events found: 3446

Data on or after 2017/10/01 have not been reviewed by the ISC.

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
608096883,JMA      ,2015-09-01,08:51:31.30, 35.6100, 140.1100, 68.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,193.00,88.00, -85.00,305.00, 5.00,-158.00,  ,      ,43.00,278.00,      ,47.00,108.00,      , 5.00, 13.00
608721994,NIED     ,2015-09-01,19:56:03.80, 37.7343, 141.8882, 21.3,        ,NIED     ,14,1.870, 3.4,14,-1.249, 1.141, 0.108,-0.444,-0.789, 1.115,143.00,66.00, -65.00,274.00,34.00,-134.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608096953,JMA      ,2015-09-02,07:16:53.50, 36.2000, 139.9800, 52.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 41.00,77.00,  88.00,231.00,13.00, 100.00,  ,      ,58.00,308.00,      ,32.00,133.00,      , 2.00, 42.00
607861539,JMA      ,2015-09-03,21:04:32.40, 38.8200, 141.6000, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 10.00,85.00,-100.00,253.00,11.00, -27.00,  ,      ,39.00,109.00,      ,49.00,269.00,      ,10.00, 11.00
607861539,NIED     ,2015-09-03,21:04:32.49, 38.8157, 141.5975, 74.1,        ,NIED     ,14,8.710, 3.9,14,-1.995,-0.277, 2.272,-1.681, 0.390,-8.267, 11.00,83.00, -89.00,184.00, 7.00, -97.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611836598,NIED     ,2015-09-05,03:13:14.16, 38.5345, 141.8207, 50.5,        ,NIED     ,15,5.480, 4.4,15, 3.382,-0.523,-2.860, 1.729,-1.441, 3.884, 24.00,70.00,  89.00,207.00,20.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607728818,NIED     ,2015-09-05,04:18:08.75, 38.6700, 142.1555, 41.5,        ,NIED     ,15,7.410, 4.5,15, 4.717,-0.025,-4.692, 3.310,-1.955, 4.258, 33.00,69.00, 101.00,185.00,24.00,  63.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607861546,NIED     ,2015-09-05,10:35:02.54, 35.8798, 140.8942, 38.8,        ,NIED     ,15,1.410, 4.0,15, 0.794, 0.116,-0.910,-0.312,-0.441, 0.978,227.00,31.00, 140.00,353.00,71.00,  66.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608097159,JMA      ,2015-09-05,18:26:43.90, 36.9000, 140.6100,100.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,107.00,57.00, -50.00,230.00,50.00,-135.00,  ,      , 4.00,170.00,      ,57.00, 74.00,      ,33.00,263.00
608097159,NIED     ,2015-09-05,18:26:43.95, 36.9032, 140.6117,100.4,        ,NIED     ,14,6.190, 3.8,14,-4.173, 5.251,-1.077, 0.152, 3.226, 2.377, 97.00,49.00, -44.00,219.00,59.00,-129.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608097170,JMA      ,2015-09-05,23:53:10.00, 36.9600, 140.5400,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,130.00,52.00, -85.00,301.00,38.00, -96.00,  ,      , 7.00,216.00,      ,82.00, 66.00,      , 4.00,306.00
608097170,NIED     ,2015-09-05,23:53:10.02, 36.9597, 140.5362,  7.8,        ,NIED     ,14,5.430, 3.8,14,-4.253, 2.802, 1.452,-2.783,-1.084, 2.691,129.00,68.00, -84.00,295.00,23.00,-103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608723504,JMA      ,2015-09-06,02:49:41.10, 36.1800, 140.1100, 51.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 40.00,74.00,  82.00,248.00,18.00, 117.00,  ,      ,60.00,299.00,      ,29.00,137.00,      , 8.00, 43.00
608097198,NIED     ,2015-09-06,16:45:06.41, 36.9673, 141.2222, 56.0,        ,NIED     ,15,1.090, 4.0,15, 0.848, 0.072,-0.920,-0.240,-0.283,-0.526,  8.00,30.00,  79.00,201.00,61.00,  96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607860271,NIED     ,2015-09-08,02:15:54.94, 37.4020, 141.3367, 30.5,        ,NIED     ,14,8.870, 3.9,14,-4.885, 6.452,-1.567, 4.646,-3.578, 3.235,142.00,42.00, -34.00,258.00,68.00,-127.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607860357,NIED     ,2015-09-09,21:51:44.22, 35.5215, 140.9342, 39.8,        ,NIED     ,15,2.590, 4.2,15,-1.815, 1.164, 0.651, 0.432,-0.264, 2.241,184.00,76.00, -84.00,341.00,15.00,-113.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611955326,ISC      ,2015-09-11,20:49:06.54, 35.4987, 139.9028, 51.7,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,107.67,45.61, -17.61,210.19,77.52,-134.23,  ,      ,19.99,331.85,      ,40.36, 79.85,      ,42.93,222.07
611955326,JMA      ,2015-09-11,20:49:07.10, 35.5500, 139.8300, 57.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 83.00,56.00, -44.00,201.00,55.00,-137.00,  ,      , 1.00,142.00,      ,53.00, 51.00,      ,37.00,233.00
611955326,NIED     ,2015-09-11,20:49:07.15, 35.5545, 139.8292, 56.6,        ,NIED     ,16,3.820, 5.0,16,-1.922, 2.070,-0.147, 0.095, 2.753, 1.825, 93.00,50.00, -29.00,202.00,68.00,-137.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611955326,NEIC     ,2015-09-11,20:49:09   , 35.3900, 139.9500, 45.5,TRUE    ,NEIC     ,16,4.910, 5.1,16,-2.512, 3.098,-0.586,-0.621, 2.964, 2.614, 95.00,53.00, -32.00,206.00,64.00,-138.00,16, 4.829, 6.00,329.00,-4.992,47.00, 65.00, 0.163,43.00,233.00
611955326,GCMT     ,2015-09-11,20:49:10.30, 35.4500, 139.7800, 44.4,TRUE    ,GCMT     ,16,4.897, 5.1,16,-2.390, 2.500,-0.100,-0.020, 3.470, 2.490, 92.00,50.00, -28.00,201.00,69.00,-137.00,16, 5.185,11.00,322.00,-4.610,45.00, 64.00,-0.567,43.00,222.00
607737251,NIED     ,2015-09-12,02:44:53.26, 36.8085, 141.2298, 41.4,        ,NIED     ,15,6.050, 4.5,15, 3.523,-0.758,-2.765, 4.086,-2.188, 2.189, 55.00,71.00, 107.00,191.00,25.00,  49.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608097755,JMA      ,2015-09-13,18:45:32.20, 35.1900, 139.8400, 69.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 12.00,46.00,  17.00,270.00,78.00, 134.00,  ,      ,40.00,220.00,      ,20.00,328.00,      ,43.00, 78.00
608097871,JMA      ,2015-09-15,11:49:53.20, 37.3900, 140.8900, 76.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,197.00,86.00,  99.00,309.00, 9.00,  23.00,  ,      ,48.00,116.00,      ,41.00,279.00,      , 8.00, 16.00
608097871,NIED     ,2015-09-15,11:49:53.27, 37.3945, 140.8917, 75.8,        ,NIED     ,14,3.380, 3.6,14, 1.911,-0.514,-1.397,-0.854,-0.602,-2.722, 32.00,16.00, 103.00,199.00,74.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607742130,NIED     ,2015-09-15,20:53:24.27, 35.9952, 140.2077, 40.6,        ,NIED     ,14,7.510, 3.9,14, 6.539,-7.370, 0.831, 2.369, 1.355,-0.948,104.00,55.00,  96.00,273.00,36.00,  81.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608098250,JMA      ,2015-09-17,11:07:48.90, 38.0500, 139.9600, 11.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 31.00,42.00,  99.00,198.00,48.00,  82.00,  ,      ,83.00, 50.00,      , 3.00,294.00,      , 6.00,204.00
608098477,NIED     ,2015-09-18,20:05:14.99, 36.4002, 141.0325, 46.9,        ,NIED     ,14,6.920, 3.8,14, 1.989, 2.751,-4.740,-2.688,-2.001, 4.438,233.00,38.00, 163.00,336.00,79.00,  53.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608098635,NIED     ,2015-09-20,08:30:47.43, 38.2682, 141.8063, 55.9,        ,NIED     ,14,2.630, 3.5,14, 0.298, 1.081,-1.378,-0.008,-2.151,-0.923, 76.00,70.00,-179.00,345.00,89.00, -20.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607779469,JMA      ,2015-09-21,20:55:15.30, 36.0200, 140.0700, 61.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  5.00,63.00,  85.00,197.00,27.00, 101.00,  ,      ,71.00,263.00,      ,18.00, 99.00,      , 5.00,  7.00
608098806,NIED     ,2015-09-22,06:59:57.04, 36.6988, 141.0170, 18.1,        ,NIED     ,14,6.490, 3.8,14,-3.680,-2.506, 6.186, 2.893, 1.175, 1.944,218.00,67.00, -51.00,335.00,44.00,-145.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608728930,NIED     ,2015-09-23,11:37:00.54, 38.8578, 142.0517, 45.6,        ,NIED     ,14,1.860, 3.4,14, 1.347, 0.057,-1.404, 0.732, 0.496, 0.924, 11.00,64.00, 119.00,139.00,38.00,  45.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607805246,JMA      ,2015-09-23,14:44:30.30, 36.3400, 139.9600, 77.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 27.00,86.00,  76.00,283.00,14.00, 165.00,  ,      ,47.00,283.00,      ,40.00,130.00,      ,14.00, 28.00
607805246,NIED     ,2015-09-23,14:44:30.39, 36.3353, 139.9630, 77.3,        ,NIED     ,15,1.360, 4.0,15,-0.159, 0.136, 0.023, 0.620, 0.001, 1.208, 70.00, 3.00, -48.00,207.00,88.00, -92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608098962,NIED     ,2015-09-24,12:00:13.37, 37.3830, 141.9655, 38.8,        ,NIED     ,14,3.700, 3.6,14, 0.831,-2.029, 1.198, 0.007, 2.204, 2.421, 78.00,51.00,  16.00,338.00,78.00, 140.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611955341,NIED     ,2015-09-24,20:05:57.13, 38.6378, 141.8085, 50.0,        ,NIED     ,15,1.630, 4.1,15, 0.114,-0.202, 0.088, 0.343, 1.503, 0.514, 89.00,73.00,  13.00,355.00,78.00, 162.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099079,NIED     ,2015-09-25,22:31:23.56, 36.9378, 141.1260, 50.7,        ,NIED     ,14,5.190, 3.7,14, 1.006,-2.310, 1.304, 4.293, 0.324, 2.122, 64.00,83.00,  72.00,314.00,19.00, 159.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099126,NIED     ,2015-09-26,11:22:14.97, 35.7890, 140.8923, 17.1,        ,NIED     ,14,5.120, 3.7,14,-2.792,-2.220, 5.013, 2.210, 1.461, 0.821,224.00,66.00, -44.00,336.00,51.00,-148.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607833231,JMA      ,2015-09-28,00:48:29.70, 35.6600, 140.1000, 67.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  6.00,72.00,  85.00,201.00,19.00, 104.00,  ,      ,63.00,269.00,      ,27.00,100.00,      , 4.00,  8.00
607833231,NIED     ,2015-09-28,00:48:29.75, 35.6553, 140.0967, 66.8,        ,NIED     ,14,4.620, 3.7,14, 3.988, 0.045,-4.034, 0.213,-0.332, 2.268,  5.00,60.00,  90.00,184.00,30.00,  89.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099234,NIED     ,2015-09-28,03:04:41.94, 35.7995, 140.8760, 15.4,        ,NIED     ,14,3.930, 3.7,14,-1.475,-2.409, 3.884, 1.558, 1.250, 0.458,230.00,72.00, -31.00,331.00,60.00,-159.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607846965,NIED     ,2015-10-01,11:10:26.32, 36.4418, 140.8027, 57.5,        ,NIED     ,14,7.420, 3.8,14, 5.089, 0.068,-5.156, 4.262,-3.264,-1.004, 56.00,59.00, 130.00,177.00,49.00,  43.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607857256,NIED     ,2015-10-03,19:35:46.04, 38.2652, 141.8528, 47.4,        ,NIED     ,15,1.880, 4.1,15, 1.108, 0.135,-1.243,-0.108,-0.535, 1.361,  1.00,70.00,  74.00,221.00,26.00, 127.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099605,NIED     ,2015-10-04,14:23:21.56, 37.7477, 142.7197, 19.3,        ,NIED     ,14,3.950, 3.7,14,-2.023, 1.997, 0.026, 0.712,-2.508, 2.205,159.00,65.00, -43.00,271.00,52.00,-147.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608007332,NIED     ,2015-10-04,19:39:07.66, 38.6463, 142.1703, 40.8,        ,NIED     ,15,4.210, 4.3,15, 2.351,-0.546,-1.805, 1.169,-0.745, 3.366, 20.00,74.00,  88.00,209.00,16.00,  98.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607857410,NIED     ,2015-10-05,00:26:19.48, 36.6733, 142.0530, 35.0,        ,NIED     ,15,1.820, 4.1,15, 0.966, 0.007,-0.973, 0.562,-0.476, 1.370, 22.00,72.00,  90.00,202.00,18.00,  90.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099635,NIED     ,2015-10-05,10:24:52.75, 35.6035, 141.0398, 16.8,        ,NIED     ,14,2.260, 3.5,14,-1.085,-0.561, 1.646,-1.003,-0.029,-1.409, 28.00,74.00, -65.00,149.00,30.00,-145.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
612142464,ISC      ,2015-10-06,09:32:07.03, 38.7047, 142.3069, 37.9,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 53.29,67.64, 123.53,173.15,39.56,  36.68,  ,      ,54.50,  5.55,      ,16.03,119.31,      ,30.72,219.14
612142464,ISC      ,2015-10-06,09:32:07.03, 38.7047, 142.3069, 37.9,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,167.70,44.95,  88.40,349.96,45.08,  91.60,  ,      ,88.87,345.59,      , 0.06, 78.83,      , 1.13,168.83
612142464,NIED     ,2015-10-06,09:32:06.50, 38.7013, 142.2477, 39.5,        ,NIED     ,16,2.970, 4.9,16, 0.389, 0.522,-0.911, 1.803,-0.353, 2.213, 40.00,85.00, 102.00,152.00,13.00,  23.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
612142464,JMA      ,2015-10-06,09:32:06.50, 38.7000, 142.2500, 39.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 14.00,68.00,  94.00,184.00,22.00,  81.00,  ,      ,67.00,291.00,      ,23.00,101.00,      , 4.00,193.00
612142464,NEIC     ,2015-10-06,09:32:09   , 38.7474, 142.1853, 35.0,        ,NEIC     ,16,1.360, 4.7,16, 0.611, 0.075,-0.685, 0.637,-0.310, 0.962, 32.36,74.81,  98.92,181.45,17.56,  60.28,16, 1.284,59.00,315.00,-1.426,29.00,115.00, 0.142, 9.00,210.00
612142464,GCMT     ,2015-10-06,09:32:09.30, 38.7300, 142.1500, 27.6,TRUE    ,GCMT     ,16,6.013, 5.1,16, 0.634, 0.385,-1.020, 4.340, 0.058, 4.080, 46.00,88.00,  97.00,153.00, 7.00,  18.00,16, 6.215,47.00,323.00,-5.811,43.00,129.00,-0.405, 7.00,226.00
608099676,NIED     ,2015-10-06,10:06:23.08, 38.7055, 142.2357, 38.6,        ,NIED     ,14,6.540, 3.8,14, 1.953, 1.414,-3.368, 2.732,-0.612, 5.199, 28.00,79.00, 104.00,155.00,18.00,  38.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
609112367,NIED     ,2015-10-06,10:14:21.75, 38.6985, 142.2395, 37.8,        ,NIED     ,14,4.330, 3.7,14, 2.583,-0.915,-1.668, 2.315,-0.452, 2.909, 36.00,75.00,  93.00,204.00,16.00,  78.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099678,NIED     ,2015-10-06,10:17:32.20, 38.7022, 142.2472, 38.7,        ,NIED     ,15,3.580, 4.3,15,-0.389, 1.169,-0.780, 2.035,-0.154, 2.805,125.00,15.00,  -5.00,220.00,89.00,-105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099681,NIED     ,2015-10-06,11:48:03.97, 38.7057, 142.2327, 38.7,        ,NIED     ,14,5.410, 3.8,14, 0.862,-0.038,-0.824, 3.139,-0.452, 4.299, 36.00,85.00,  92.00,189.00, 6.00,  63.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
609091645,NIED     ,2015-10-07,00:20:21.93, 38.8818, 142.5008, 37.8,        ,NIED     ,14,3.260, 3.6,14, 3.061,-3.010,-0.051, 1.143, 0.279,-0.189, 97.00,55.00,  92.00,274.00,35.00,  88.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099747,NIED     ,2015-10-07,15:15:40.90, 37.7438, 141.8553, 23.0,        ,NIED     ,14,3.540, 3.6,14,-1.438, 0.722, 0.716,-0.808,-1.179, 2.988,161.00,78.00, -74.00,289.00,20.00,-141.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608099990,NIED     ,2015-10-12,19:40:39.02, 38.6950, 142.2380, 39.3,        ,NIED     ,14,2.670, 3.6,14, 2.560,-1.356,-1.204, 1.326,-0.774, 0.342, 60.00,60.00, 100.00,221.00,32.00,  73.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608100023,NIED     ,2015-10-13,11:06:38.60, 36.4262, 142.4657, 24.0,        ,NIED     ,14,5.870, 3.8,14,-0.112,-4.397, 4.509,-0.876, 3.037, 2.176, 63.00,67.00,   1.00,332.00,89.00, 157.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608100026,JMA      ,2015-10-13,12:04:27.10, 38.8700, 141.6400, 61.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 16.00,69.00,  74.00,234.00,26.00, 125.00,  ,      ,63.00,261.00,      ,22.00,118.00,      ,15.00, 22.00
608100038,NIED     ,2015-10-13,14:58:51.32, 38.8992, 142.4957, 41.1,        ,NIED     ,14,9.220, 3.9,14, 8.053,-6.542,-1.511,-2.263,-2.635,-4.363, 81.00,34.00, 118.00,229.00,60.00,  73.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
609115319,NIED     ,2015-10-14,20:35:09.36, 35.4195, 140.9678, 18.2,        ,NIED     ,14,5.040, 3.7,14,-1.195,-3.699, 4.894,-1.420,-2.027,-0.160, 30.00,74.00, -15.00,125.00,76.00,-163.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608100165,NIED     ,2015-10-16,07:34:03.94, 38.3113, 141.9050, 46.1,        ,NIED     ,14,7.820, 3.9,14, 5.250, 0.849,-6.099, 2.016,-0.102, 4.951, 16.00,67.00, 104.00,164.00,26.00,  61.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
609117517,JMA      ,2015-10-19,13:27:37.00, 37.0800, 140.6500, 11.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 88.00,85.00, 130.00,184.00,41.00,   8.00,  ,      ,37.00, 33.00,      ,28.00,147.00,      ,40.00,264.00
608100403,NIED     ,2015-10-20,21:42:05.71, 36.6258, 141.4673, 42.5,        ,NIED     ,14,8.550, 3.9,14, 2.239, 0.098,-2.337, 2.300, 1.324, 7.822, 13.00,83.00, 102.00,132.00,14.00,  30.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
609118085,JMA      ,2015-10-21,05:11:09.30, 38.4900, 141.8300, 55.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,219.00,64.00, 119.00,347.00,39.00,  45.00,  ,      ,60.00,173.00,      ,14.00,288.00,      ,26.00, 25.00
611837974,ISC      ,2015-10-21,06:04:49.45, 37.3348, 141.1503, 32.4,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,112.63, 7.24,  -9.94,212.49,88.75, -97.13,  ,      ,43.32,309.43,      ,45.80,115.26,      , 7.13,212.65
611837974,JMA      ,2015-10-21,06:04:49.40, 37.3100, 141.1900, 37.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 17.00,90.00,  90.00,108.00, 0.00,   1.00,  ,      ,45.00,288.00,      ,45.00,107.00,      , 0.00, 18.00
611837974,NIED     ,2015-10-21,06:04:49.43, 37.3137, 141.1930, 37.0,        ,NIED     ,16,9.360, 5.2,16,-0.031,-0.048, 0.079, 2.827,-0.015, 8.921,198.00,90.00, -90.00,313.00, 0.00,-155.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611837974,GCMT     ,2015-10-21,06:04:51.20, 37.3600, 141.1600, 22.9,TRUE    ,GCMT     ,17,1.273, 5.3,17, 0.109,-0.138, 0.020, 0.423, 0.053, 1.200, 20.00,89.00,  89.00,234.00, 1.00, 125.00,17, 1.349,46.00,289.00,-1.197,44.00,110.00,-0.153, 1.00, 20.00
611837974,NEIC     ,2015-10-21,06:04:53   , 37.3500, 141.2200, 23.5,TRUE    ,NEIC     ,17,1.170, 5.3,17,-0.412, 0.201, 0.212, 0.357, 0.086, 1.054, 41.00, 9.00, -69.00,200.00,81.00, -93.00,17, 1.091,36.00,293.00,-1.239,53.00,106.00, 0.148, 3.00,200.00
609118153,JMA      ,2015-10-21,08:56:31.60, 37.3000, 141.1600, 36.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 11.00,90.00,  90.00,101.00, 3.00,   4.00,  ,      ,45.00,284.00,      ,45.00, 97.00,      , 3.00,191.00
608100501,NIED     ,2015-10-22,00:02:10.88, 38.3655, 142.3240, 29.7,        ,NIED     ,14,3.690, 3.6,14,-2.247, 0.657, 1.590, 1.837,-1.044,-2.262,152.00,19.00, -81.00,322.00,71.00, -93.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607927537,ISC      ,2015-10-24,04:13:57.64, 35.7244, 140.1103, 76.5,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,124.63,50.14,  59.34,347.41,48.68, 121.42,  ,      ,66.94,327.62,      , 0.79,235.77,      ,23.05,145.44
607927537,ISC      ,2015-10-24,04:13:57.64, 35.7244, 140.1103, 76.5,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,192.08,88.64, -88.27,320.20, 2.20,-141.86,  ,      ,43.62,280.39,      ,46.33,103.85,      , 1.73, 12.04
607927537,JMA      ,2015-10-24,04:13:57.00, 35.8000, 140.0800, 66.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  9.00,73.00,  93.00,177.00,17.00,  79.00,  ,      ,62.00,284.00,      ,28.00, 96.00,      , 3.00,188.00
607927537,NIED     ,2015-10-24,04:13:57.04, 35.8023, 140.0843, 66.4,        ,NIED     ,15,2.280, 4.2,15, 1.599,-0.064,-1.535, 0.396, 0.608, 1.499,  2.00,67.00, 109.00,141.00,29.00,  53.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607927934,JMA      ,2015-10-25,08:15:24.70, 35.5100, 138.9500, 21.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 61.00,63.00, 122.00,188.00,41.00,  44.00,  ,      ,59.00, 18.00,      ,12.00,129.00,      ,28.00,226.00
607927934,NIED     ,2015-10-25,08:15:24.71, 35.5057, 138.9523, 20.8,        ,NIED     ,15,1.540, 4.1,15, 0.609,-0.079,-0.530, 1.056,-0.914, 0.384, 68.00,75.00, 121.00,181.00,34.00,  27.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608007491,NIED     ,2015-10-27,03:44:22.10, 37.2100, 141.1978, 83.8,        ,NIED     ,15,1.140, 4.0,15,-1.217, 0.508, 0.709,-0.124, 0.427, 0.046, 44.00,46.00, -83.00,213.00,44.00, -97.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608007491,JMA      ,2015-10-27,03:44:22.10, 37.2100, 141.2000, 84.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 50.00,41.00, -75.00,210.00,51.00,-103.00,  ,      , 5.00,309.00,      ,79.00, 65.00,      ,10.00,218.00
607998436,NIED     ,2015-10-27,09:12:50.48, 35.4165, 140.6375, 38.6,        ,NIED     ,15,1.500, 4.1,15,-1.027, 0.809, 0.218, 0.883, 0.541, 0.541, 60.00,23.00, -89.00,239.00,67.00, -91.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608007495,NIED     ,2015-10-27,20:42:47.79, 37.0803, 142.0393, 44.8,        ,NIED     ,15,2.030, 4.1,15, 0.658, 0.203,-0.861, 1.311,-0.496, 1.257, 45.00,79.00, 105.00,170.00,19.00,  36.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608005003,ISC      ,2015-10-31,14:20:04.60, 35.8580, 140.7755, 44.8,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,233.40,25.19, 151.61,349.47,78.32,  67.52,  ,      ,51.53,233.71,      ,29.79, 97.62,      ,21.99,354.26
608005003,JMA      ,2015-10-31,14:20:05.70, 35.8600, 140.6300, 51.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 10.00,83.00,  88.00,209.00, 7.00, 109.00,  ,      ,52.00,277.00,      ,38.00,102.00,      , 2.00, 10.00
608005003,NIED     ,2015-10-31,14:20:05.77, 35.8615, 140.6288, 51.2,        ,NIED     ,15,8.480, 4.6,15, 5.419,-0.027,-5.392,-0.011,-0.898, 6.475,  2.00,70.00,  85.00,196.00,21.00, 103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
609157004,JMA      ,2015-11-01,18:02:00.70, 37.3000, 141.1900, 37.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 68.00, 3.00, -64.00,222.00,87.00, -91.00,  ,      ,42.00,313.00,      ,48.00,130.00,      , 1.00,222.00
